keyword,tracked_asins,tracked_asin_count,current_position,prior_position,rank_movement,search_query_volume,total_purchases,brand_purchases,est_total_keyword_sales,est_brand_keyword_sales,prior_est_total_keyword_sales,total_sales_wow,total_clicks,brand_clicks,brand_ctr,brand_purchase_per_click
cooling blanket,,0,,,,127935,2816,0,62205.44,,,,61010,1,3.4871686143665767e-07,0.0
queen sheets,"B00NLLUMOE, B0BTZ5HGMB",2,14,16,2,67782,2367,48,42582.329999999994,1774.56,51023.6,-0.16543854216480225,29803,301,0.00017178816065674442,0.15946843853820597
king size sheets set,B00NQDGAP2,1,16,17,1,62275,1637,13,40908.63,532.61,41242.82,-0.008102986168259161,27829,130,8.070253418373112e-05,0.1
queen sheet set,B00NLLUMOE,1,13,12,-1,58840,2054,43,36437.96,1589.71,35422.31,0.028672607743537942,27126,274,0.00018396138690772324,0.15693430656934307
queen bed sheets,B00NLLUMOE,1,22,20,-2,38330,1346,17,28589.039999999997,628.49,23618.879999999997,0.21043165467625902,15403,114,0.00011186692154007387,0.14912280701754385
twin xl sheets,B016P42ARU,1,26,24,-2,71572,1654,6,28266.86,209.82,31869.739999999998,-0.1130501849089449,32280,67,3.386323397927873e-05,0.08955223880597014
birthday gifts for men,,0,,,,96068,1878,0,28151.22,,28555.95,-0.014173228346456677,20844,14,5.778865121700836e-06,0.0
bamboo sheets,,0,,,,54690,445,1,24475.0,36.97,28594.8,-0.14407514653013834,22607,14,9.539189032658096e-06,0.07142857142857142
duvet cover,B079YXK5SN,1,68,,,122053,757,0,19288.36,,17249.96,0.11816838995568694,53940,8,2.5350325656620966e-06,0.0
king sheets,B00NQDGAP2,1,13,14,1,27705,735,25,16860.9,1024.25,21590.03,-0.2190423079541806,12683,196,0.00027405573119047854,0.12755102040816327
queen size comforter sets,,0,,,,35377,496,0,15857.119999999999,,,,15192,1,1.17309208303615e-06,0.0
sheets queen size bed set,B00NLLUMOE,1,15,12,-3,31280,735,27,15611.4,998.1899999999999,13763.519999999999,0.13425925925925936,12444,251,0.0002948677735368508,0.10756972111553785
full size sheets,B00O35DAL4,1,21,22,1,39085,1028,14,15368.599999999999,503.58,15534.64,-0.010688371278639279,16939,113,0.00011364836391614159,0.12389380530973451
linen sheets,,0,,,,19106,142,0,14482.58,,12646.76,0.14516129032258063,8575,11,2.1757189762253252e-05,0.0
twin sheets,B00O35CWQ8,1,33,34,1,31482,1169,3,13560.4,104.91,14436.24,-0.06066953722021802,13785,16,1.9310937473598326e-05,0.1875
bamboo sheets king size,,0,,,,10103,197,0,13472.83,,12652.15,0.0648648648648649,4757,6,2.1121851963980202e-05,0.0
queen bedding sets,,0,,,,30627,413,0,13211.869999999999,,11253.439999999999,0.17402945232746614,13231,4,5.396137175203131e-06,0.0
twin sheets set,B00O35CWQ8,1,19,19,0,25128,1113,1,12910.8,34.27,12746.91,0.012857233635445721,11642,14,2.1897479130920334e-05,0.07142857142857142
bamboo sheets queen size,,0,,,,14298,257,0,12847.43,,12109.650000000001,0.06092496480079926,6700,7,1.8057013731069155e-05,0.0
sheets,"B00NLLUMOE, B0BTZ5HGMB",2,13,16,3,61067,581,26,12776.189999999999,961.22,11214.72,0.13923397106659813,18795,411,0.00023045673609339384,0.06326034063260341
king duvet cover,B07GQ38TP8,1,,63,,27907,444,0,12649.56,,12592.58,0.00452488687782802,14590,0,0.0,
queen duvet cover,B079YXK5SN,1,56,44,-12,29506,505,0,12619.949999999999,,13869.449999999999,-0.0900900900900901,14951,1,1.3214543397881972e-06,0.0
bed sheets queen size,B00NLLUMOE,1,27,24,-3,23170,514,1,12330.859999999999,36.97,11703.24,0.05362788424402123,8555,35,5.465240291000623e-05,0.02857142857142857
california king sheet sets,B00O35DNS4,1,64,31,-33,17771,472,0,12267.279999999999,,13358.859999999999,-0.08171206225680934,8266,19,4.126066533908666e-05,0.0
queen size sheets,B00NLLUMOE,1,30,29,-1,17801,609,3,10803.66,110.91,10668.07,0.012709890355050178,7803,31,6.453466344132133e-05,0.0967741935483871
pillow cases standard size,"B00RKHWJ1O, B0822YG3V8",2,65,64,-1,21559,1138,1,10799.62,17.97,10913.5,-0.010434782608695578,9686,15,2.6605226330660394e-05,0.06666666666666667
bed skirt,,0,,,,51450,715,0,10717.85,,8701.78,0.23168478173431178,23578,38,2.7727187821051647e-05,0.0
linen sheets queen size,,0,,,,5318,103,0,10103.27,,8689.21,0.16273746405024178,2594,1,7.332883583140234e-06,0.0
bed sheets,B00NLLUMOE,1,18,14,-4,65083,470,5,9982.8,184.85,10152.72,-0.016736401673640176,19705,133,7.22222795414917e-05,0.03759398496240601
full xl sheets,,0,,,,15668,317,1,9820.66,35.97,5588.0,0.7574552612741589,8525,63,0.00013897988762483373,0.015873015873015872
camper accessories,,0,,,,42520,664,0,9276.08,,7451.22,0.24490754534156817,13906,15,1.4992204053891976e-05,0.0
cooling sheets king size,B00NQDGAP2,1,49,48,-1,11466,219,1,9274.65,40.97,6729.96,0.3781136886400513,5845,10,3.579149307792524e-05,0.1
twin bed sheets,B00O35CWQ8,1,52,43,-9,28235,877,2,9199.73,69.94,10938.8,-0.15898178959300835,10915,6,8.414427377180914e-06,0.3333333333333333
king size sheets,B00NQDGAP2,1,15,16,1,15770,398,3,8978.88,122.91,9571.17,-0.06188271653308852,6738,42,9.579964189181483e-05,0.07142857142857142
full size bed sheets,B00O35DAL4,1,28,23,-5,22525,559,5,8684.065,179.85,6992.4800000000005,0.2419148857057868,8352,39,6.620189541119015e-05,0.1282051282051282
deep pocket queen sheets,B0822X4TLW,1,58,41,-17,17673,379,0,8626.04,,7746.9400000000005,0.11347706320172872,8952,14,3.1644711264613075e-05,0.0
king sheet set,"B00NQDGAP2, B0BTZ24S9W",2,13,15,2,14002,425,8,8474.5,327.76,9775.53,-0.13309048205058965,6404,46,0.00012478975638869296,0.17391304347826086
queen sheets deep pocket,B00NLLUMOE,1,22,28,6,13091,355,5,8427.699999999999,184.85,6520.679999999999,0.2924572283872234,6396,63,0.0001808359788967283,0.07936507936507936
rv essentials,,0,,,,31001,644,0,8365.56,,,,13185,7,8.610753354811013e-06,0.0
cooling sheets queen,"B00NLLUMOE, B0BTZ5HGMB",2,50,50,0,16258,316,0,7896.839999999999,,9404.64,-0.1603251161128975,8474,4,1.0398009820920276e-05,0.0
king bed sheets,B00NQDGAP2,1,15,15,0,13208,304,4,7748.959999999999,163.88,8233.269999999999,-0.058823529411764656,5494,33,9.381956507524044e-05,0.12121212121212122
cooling sheets,"B00NLLUMOE, B00NQDGAP2",2,31,39,8,35493,257,0,7707.429999999999,,9041.34,-0.14753454687026488,16687,39,4.413896757823066e-05,0.0
king bedding set,,0,,,,21764,202,0,7673.9800000000005,,6534.280000000001,0.17441860465116274,9775,11,2.192545345824198e-05,0.0
split king sheets sets for adjustable bed,,0,,,,10673,141,0,7048.59,,7670.63,-0.0810937302411927,5540,32,0.00010518392395202298,0.0
pillow cases,,0,,,,16686,705,0,6690.45,,5769.92,0.15953947368421048,6523,4,8.461722341273954e-06,0.0
cooling pillow cases,"B00RKHWJ1O, B0822YRCDP",2,,64,,12383,466,0,6635.84,,6071.66,0.09292022280562487,6543,2,6.667933574045736e-06,0.0
cotton sheets,,0,,,,27857,180,0,6577.2,,6238.4400000000005,0.05430203704772336,12960,61,7.805232576737592e-05,0.0
miracle sheets,,0,,,,9471,50,0,6497.499999999999,,5516.55,0.17781947050239713,4472,2,7.454147674119572e-06,0.0
college essentials,,0,,,,67151,627,0,6263.7300000000005,,5169.64,0.21163756083595764,20202,2,1.180120631930996e-06,0.0
queen sheets set,B00NLLUMOE,1,15,15,0,6744,307,9,6136.929999999999,332.73,6138.36,-0.00023296124697806762,3113,45,0.00025071872701745,0.2
king size bed sheets,B00NQDGAP2,1,24,17,-7,9129,236,0,6015.639999999999,,6168.58,-0.02479338842975215,3726,15,5.876568554089896e-05,0.0
xl twin sheets,B016P42ARU,1,49,44,-5,10728,353,0,5997.469999999999,,6721.759999999999,-0.10775302896860346,5199,3,9.962408511881832e-06,0.0
egyptian cotton sheets queen size,,0,,,,5018,84,0,5871.6,,3086.51,0.9023427754972444,2508,4,2.8811386259849893e-05,0.0
cotton sheets queen,,0,,,,10628,161,0,5794.39,,7598.1,-0.23738961056053487,5487,15,5.216157569687865e-05,0.0
queen bed skirt,,0,,,,13147,470,1,5766.9,20.97,5546.7300000000005,0.03969365734405662,7105,10,3.0851723531535086e-05,0.1
queen bed set,,0,,,,10459,192,0,5758.08,,7467.509999999999,-0.22891566265060234,3914,1,3.6610725478136074e-06,0.0
100% cotton sheets,,0,,,,22792,141,0,5638.59,,4078.98,0.3823529411764706,10579,29,4.767956700376669e-05,0.0
fitted sheet queen,"B00NLLUMOE, B01ES3L33W",2,37,30,-7,13838,433,1,5624.67,19.97,5260.95,0.06913580246913585,6060,4,1.127630903852551e-05,0.25
bed skirt dorm twin xl,,0,,,,10146,296,1,5618.08,19.97,2769.37,1.028649115141711,5319,13,5.142771241623217e-05,0.07692307692307693
full size bedding sets,,0,,,,12026,155,0,5578.450000000001,,4461.5199999999995,0.250347415230684,4919,3,1.0375919565871525e-05,0.0
sheets king size,B00NQDGAP2,1,14,16,2,10839,213,3,5531.61,122.91,5429.37,0.01883091408395445,4160,68,0.00022696701968938896,0.04411764705882353
deep pocket king sheet set,B0822X1VP7,1,58,48,-10,11171,230,1,5457.900000000001,50.97,5007.03,0.09004739336492908,5906,10,3.671274115681847e-05,0.1
queen size bed sheets,,0,,,,7655,256,2,5437.44,73.94,4184.28,0.29949238578680204,2855,13,5.895878780732268e-05,0.15384615384615385
king sheets deep pocket,B0822X1VP7,1,44,33,-11,8372,213,3,5429.37,122.91,5123.49,0.05970149253731346,3948,14,6.74542756374429e-05,0.21428571428571427
twin fitted sheet,B00O35CWQ8,1,51,52,1,12227,515,0,5144.85,,5724.27,-0.1012216404886562,6014,0,0.0,
silk sheets,,0,,,,24565,285,0,5127.15,,5450.969999999999,-0.05940594059405936,10585,1,1.7562901531836272e-06,0.0
pillowcases,"B00RKHWJ1O, B0822YG3V8",2,40,35,-5,15614,535,0,5077.150000000001,,4801.9400000000005,0.05731225296442688,6238,6,1.3903210483020704e-05,0.0
king size pillow cases set of 2,,0,,,,6928,378,1,5053.86,17.97,,,3608,2,1.0904293020162038e-05,0.5
california design den sheets,,0,,,,5288,86,0,5043.04,,4937.67,0.021340024748514964,2585,1,6.720159133368278e-06,0.0
queen fitted sheet,B00NLLUMOE,1,55,57,2,8470,378,0,4910.22,,,,4105,0,0.0,
california king sheets,B00NQDGAP2,1,,17,,5579,164,1,4877.36,40.15,4652.21,0.04839635356099566,2448,11,6.878482231629763e-05,0.09090909090909091
full size sheet sets,,0,,,,10171,326,2,4873.7,71.94,3827.2,0.2734375,4553,25,9.615569530183273e-05,0.08
sheets full size bed,B00O35DAL4,1,15,13,-2,10083,236,5,4812.04,179.85,4179.95,0.151219512195122,3873,36,0.0001303677093669199,0.1388888888888889
full sheet set,B00O35DAL4,1,13,11,-2,10337,314,5,4694.3,179.85,4245.8,0.1056338028169014,4683,25,9.139765290827331e-05,0.2
percale sheets queen,,0,,,,7450,110,0,4618.900000000001,,4558.860000000001,0.01316995915645577,4189,24,0.00011383255231554384,0.0
queen bedding,,0,,,,16182,144,2,4606.5599999999995,73.94,4478.599999999999,0.028571428571428584,6976,5,1.2047089664078952e-05,0.4
bedding,,0,,,,52631,143,0,4574.57,,5818.54,-0.21379418204566786,16625,15,1.0489686540193682e-05,0.0
queen size bedding set,,0,,,,9095,141,0,4510.59,,3964.2799999999997,0.13780812657027264,3923,0,0.0,
queen sheets cotton,,0,,,,4715,125,0,4498.75,,4998.75,-0.1000250062515629,2393,5,3.6973223991185585e-05,0.0
pillow case,"B00RKHWJ1O, B0822YG3V8",2,29,41,12,13334,473,1,4488.77,17.97,5200.52,-0.13686131386861314,4680,9,2.4769233309664956e-05,0.1111111111111111
king size bedding sets,,0,,,,10664,115,0,4368.85,,3077.19,0.4197530864197532,5003,2,7.938114459672395e-06,0.0
pillow cases queen size set of 2,B014MVUDWM,1,63,52,-11,8094,472,0,4351.84,,4105.89,0.05990175089931776,3896,11,5.0509688676646153e-05,0.0
queen size sheet set,B00NLLUMOE,1,30,29,-1,6428,218,1,4248.82,39.97,4796.61,-0.11420357294005558,2875,18,0.00010324652976941609,0.05555555555555555
bed skirting queen size,,0,,,,13085,326,0,4234.74,,4364.64,-0.029761904761904885,6705,14,4.628221572801925e-05,0.0
king fitted sheet only,"B00NQDGAP2, B01ES3MMYG",2,50,56,6,6586,272,0,4077.28,,4407.06,-0.07482993197278916,3294,0,0.0,
cotton sheets king,,0,,,,5737,80,0,3959.2000000000003,,4319.04,-0.0833148106986737,3124,17,0.00011495263275338603,0.0
bed sheets full size,B00O35DAL4,1,16,13,-3,10562,202,3,3918.7999999999997,107.91,3914.88,0.001001307830635835,3787,19,6.619470999749157e-05,0.15789473684210525
twin duvet cover,,0,,,,11118,178,0,3914.22,,,,5407,1,3.302182742792986e-06,0.0
bed sheets king size,B00NQDGAP2,1,15,15,0,7757,148,2,3772.52,81.94,3364.68,0.12121212121212126,2967,15,6.989976373879857e-05,0.13333333333333333
twin xl fitted sheet,B01ES3MHXC,1,93,84,-9,6947,246,1,3687.54,18.97,,,3821,1,5.18384506523869e-06,1.0
white pillow cases set of 2,B00RKHX3E6,1,45,46,1,4744,466,0,3536.94,,3453.06,0.024291497975708534,2123,1,9.002358617957905e-06,0.0
twin sheets sets clearance,,0,,,,6875,336,0,3524.64,,3608.56,-0.023255813953488393,3452,2,1.1406150196185783e-05,0.0
miracle sheets queen size silver infused,,0,,,,2612,44,0,3517.8,,3517.8,0.0,1174,1,1.2720542403928103e-05,0.0
bedding queen size,,0,,,,9645,106,0,3496.94,,2461.69,0.4205444227339754,3825,1,3.9368373810583006e-06,0.0
white sheets queen set,B00NLLUMOE,1,4,5,1,2585,202,10,3488.54,369.7,3615.99,-0.03524622579155358,1274,48,0.0007733952049497294,0.20833333333333334
full size bedding,,0,,,,8651,97,0,3394.03,,2662.52,0.2747434761053439,3620,3,1.3259316879994342e-05,0.0
cotton queen sheet set,,0,,,,5233,94,0,3383.0600000000004,,4238.9400000000005,-0.20190896780798973,2763,4,2.937849787740353e-05,0.0
laura ashley sheets,,0,,,,5893,60,0,3343.2,,1319.68,1.5333414161008727,3330,2,1.2415342880732008e-05,0.0
percale sheets king size,,0,,,,4961,67,0,3315.83,,3327.36,-0.00346520965570308,2782,33,0.00025146497397718527,0.0
pillow cases king,,0,,,,4544,247,0,3302.39,,3427.2000000000003,-0.03641748366013083,2104,2,1.6543691890282237e-05,0.0
bed skirt full bed,,0,,,,7433,217,0,3278.87,,3257.2599999999998,0.006634410516814786,3805,0,0.0,
white queen sheets,B00NLLUMOE,1,3,5,2,1518,192,7,3275.5199999999995,258.78999999999996,2473.92,0.32402017850213405,804,25,0.0006258918959517313,0.28
full bed sheets,B00O35DAL4,1,26,21,-5,11376,207,1,3262.32,35.97,3259.1,0.0009880028228652863,4157,11,3.5829218401886574e-05,0.09090909090909091
queen cotton sheet set,,0,,,,3323,90,0,3239.1000000000004,,3439.1400000000003,-0.058165704216751844,1824,4,4.3300821633090485e-05,0.0
twin xl bed skirt,,0,,,,6819,177,1,3182.46,19.97,1886.0400000000002,0.6873767258382641,3682,9,4.7683129708709055e-05,0.1111111111111111
king size sheets deep pocket set,,0,,,,4408,105,0,3043.95,,,,2111,5,4.250905442859329e-05,0.0
twin sheet set,B00O35CWQ8,1,27,27,0,6596,260,1,3018.6,34.97,3468.4,-0.12968515742128942,3141,3,1.5761600537995966e-05,0.3333333333333333
white pillow cases set of 4,,0,,,,2180,300,0,2997.0,,2898.2200000000003,0.034082988869029864,1161,0,0.0,
full sheets,B00O35DAL4,1,13,12,-1,7293,198,7,2958.12,251.79,2863.61,0.03300379590796224,3131,31,0.0001567065341569694,0.22580645161290322
silk sheets queen,,0,,,,5944,163,0,2932.37,,2842.4199999999996,0.031645569620253264,2869,0,0.0,
white sheets,B00NLLUMOE,1,7,9,2,6174,192,4,2878.08,147.88,2604.0,0.10525345622119812,2535,35,0.00021409739596395824,0.11428571428571428
sheet & pillowcase sets,B00NLLUMOE,1,10,12,2,16746,95,1,2849.0499999999997,36.97,2876.94,-0.009694328001279251,4499,49,0.00010034444767549016,0.02040816326530612
egyptian cotton sheets,,0,,,,8209,45,0,2830.5,,2764.6499999999996,0.02381856654549414,3443,10,4.608592259408441e-05,0.0
100% cotton sheets queen,,0,,,,5122,70,0,2799.3,,3199.2000000000003,-0.12500000000000003,2704,5,3.6776063195987e-05,0.0
cal king sheets,B00NQDGAP2,1,20,18,-2,2992,93,0,2765.8199999999997,,1820.44,0.5193140119970994,1447,6,6.905123601712471e-05,0.0
linen bed sheets,,0,,,,5319,27,0,2753.73,,3671.64,-0.24999999999999997,2254,3,2.0840569642236888e-05,0.0
bamboo sheets king,,0,,,,2206,44,0,2639.56,,2519.58,0.04761904761904763,1062,4,6.860710426564671e-05,0.0
cal king sheet set,"B00NQDGAP2, B00O35DNS4",2,23,27,4,3522,88,0,2617.12,,2666.56,-0.01854074162966521,1670,4,3.863577092851417e-05,0.0
queen bed sheet set,,0,,,,5213,120,2,2548.7999999999997,73.94,2867.3999999999996,-0.11111111111111109,2171,14,0.0001011743450767841,0.14285714285714285
black queen sheets,,0,,,,1790,149,0,2538.96,,2590.08,-0.019736842105263115,829,1,2.363619173678737e-05,0.0
king sheets cotton,,0,,,,2316,60,0,2492.4,,2788.7599999999998,-0.10626945309026223,1182,3,4.7699303590167584e-05,0.0
standard pillow cases,,0,,,,5279,261,1,2476.89,27.0,2610.32,-0.05111633822673093,2647,2,1.4197487044793071e-05,0.5
full size sheets cotton,,0,,,,3553,88,1,2463.12,35.97,2053.21,0.19964348507946086,1912,15,0.00015150137866254583,0.06666666666666667
full size bed skirt,,0,,,,4950,162,1,2447.8199999999997,19.97,,,2694,2,1.5765783520026487e-05,0.5
flannel sheets queen size,,0,,,,3285,51,0,2397.0,,2892.6600000000003,-0.17135093650826583,1680,1,1.0776558829234648e-05,0.0
bed skirt twin xl,,0,,,,4999,149,0,2382.51,,1710.93,0.3925233644859814,2763,9,6.751738572682465e-05,0.0
100% cotton sheets king,,0,,,,2691,48,0,2375.52,,2131.59,0.11443570292598475,1473,8,0.00011536187578410025,0.0
king pillow cases,,0,,,,3316,175,0,2339.75,,2616.13,-0.10564459717215892,1607,1,1.06150351357663e-05,0.0
queen sheet,,0,,,,2702,145,1,2318.55,36.97,1676.4,0.3830529706513959,1108,7,9.60166794688906e-05,0.14285714285714285
queen bedding set,,0,,,,4987,72,0,2303.2799999999997,,2173.96,0.059485915104233615,2318,0,0.0,
white queen sheets set,,0,,,,1042,126,10,2266.74,369.7,3676.52,-0.3834550063647145,533,31,0.0011720669968618852,0.3225806451612903
king size bedding,,0,,,,7851,60,0,2235.0,,2099.5,0.06453917599428435,3348,0,0.0,
brown sheets,,0,,,,5797,108,0,2212.9199999999996,,1454.79,0.52112676056338,2710,12,8.460117595634579e-05,0.0
cotton percale sheets queen,,0,,,,3642,52,0,2183.48,,2039.49,0.07060098357922814,2124,12,0.0001183093592562285,0.0
king cotton sheets,,0,,,,2690,57,0,2179.6800000000003,,2531.65,-0.1390279067011632,1515,3,4.105483557538352e-05,0.0
flannel sheets,,0,,,,7380,56,0,2166.64,,1531.34,0.41486541199211147,3389,3,1.4185671526047257e-05,0.0
rv accessories for inside,,0,,,,10848,214,0,2137.86,,,,4435,6,1.934317041010745e-05,0.0
brooklinen sheets,,0,,,,2566,11,0,2079.0,,3240.0,-0.35833333333333334,951,1,1.3363445630821451e-05,0.0
bedsheets queen size bed,,0,,,,6199,115,0,2067.7000000000003,,1529.28,0.3520741786984727,2279,14,8.57969309212139e-05,0.0
white king sheets,B00NQDGAP2,1,4,4,0,942,103,8,2053.82,327.76,1859.07,0.10475667941497643,462,35,0.0013810519670125873,0.22857142857142856
bedding set,,0,,,,19301,64,0,2047.36,,2335.27,-0.12328767123287675,6707,8,1.6234095659408672e-05,0.0
king size fitted sheets only,"B00NQDGAP2, B01ES3MMYG",2,43,38,-5,3950,136,0,2038.64,,2183.95,-0.06653540603035771,2055,3,3.043367993913264e-05,0.0
camper accessories for inside,,0,,,,10958,204,0,2037.96,,,,4506,1,3.5429458177296093e-06,0.0
full bed skirt,,0,,,,3559,134,0,2024.74,,1173.04,0.7260621973675238,1842,2,2.216557685913776e-05,0.0
cotton sheets full,,0,,,,4807,66,0,2018.94,,2247.0,-0.10149532710280372,2532,11,8.093412697828758e-05,0.0
queen cotton sheets,,0,,,,2717,56,0,2015.44,,2159.46,-0.06669259907569484,1506,1,1.2817883511074652e-05,0.0
king bed skirt,,0,,,,5069,142,0,2010.72,,2107.28,-0.04582210242587609,2736,1,8.29393713195654e-06,0.0
black sheets queen,,0,,,,1837,117,0,1993.6799999999998,,2147.04,-0.0714285714285715,854,1,2.290058854512561e-05,0.0
bed set,,0,,,,11689,60,0,1919.3999999999999,,1502.59,0.27739436572850873,3712,0,0.0,
milani,,0,,,,10772,174,0,1910.52,,1994.62,-0.04216341959872052,4597,3,1.0336914499934533e-05,0.0
extra deep pocket king sheets,,0,,,,3206,57,0,1840.53,,1380.6,0.33313776618861374,1780,12,0.00014830927427328456,0.0
white pillow cases,,0,,,,2022,184,1,1838.16,17.97,,,930,2,3.67505191010823e-05,0.5
extra deep pocket queen sheets,B0822X4TLW,1,16,18,2,4088,80,0,1820.8000000000002,,1733.02,0.050651463918477684,2287,10,9.646736509038992e-05,0.0
bedsure sheets,,0,,,,4355,32,0,1791.68,,3299.4500000000003,-0.45697616269378233,2251,4,3.6822579605814286e-05,0.0
king size sheets set cotton,,0,,,,1988,36,0,1781.64,,1189.66,0.49760435754753457,1159,8,0.00014765051123989516,0.0
queen size sheets deep pocket,,0,,,,2522,74,1,1756.76,36.97,1019.52,0.723124607658506,1230,11,0.00015449221218803106,0.09090909090909091
birthday gift for men,,0,,,,6428,117,0,1753.83,,2734.56,-0.3586427066877304,1277,1,6.223898525558439e-06,0.0
sheet set,B00NLLUMOE,1,12,12,0,12605,97,3,1720.7799999999997,110.91,1516.56,0.1346600200453657,4767,35,9.570869554517041e-05,0.08571428571428572
tencel lyocell sheets,,0,,,,1963,17,0,1683.0,,1049.85,0.6030861551650237,980,3,5.502265099132476e-05,0.0
bedsure,,0,,,,8793,42,0,1679.5800000000002,,,,3932,1,4.151151737049445e-06,0.0
white bed skirt,,0,,,,3005,110,0,1662.1,,,,1444,1,1.2321947853516685e-05,0.0
pink sheets,,0,,,,8571,102,0,1661.58,,1500.52,0.10733612347719454,3473,5,2.1933768791756413e-05,0.0
cotton king size sheets set,,0,,,,2483,43,0,1644.3200000000002,,1613.6000000000001,0.01903817550818048,1349,5,7.786342754808066e-05,0.0
percale sheets,,0,,,,5171,33,0,1633.17,,1199.7,0.36131532883220807,2447,19,0.00012404922795677863,0.0
amazon outlet clearance sales today,,0,,,,25986,203,0,1621.97,,,,5490,2,2.799787216171571e-06,0.0
queen sheet set deep pocket,B00NLLUMOE,1,27,31,4,2932,76,1,1614.2399999999998,36.97,1338.12,0.20634920634920628,1386,3,3.725319756612443e-05,0.3333333333333333
full xl sheets cotton,,0,,,,1833,46,0,1607.7,,1083.45,0.48387096774193544,1220,4,6.990196249759712e-05,0.0
silk sheets full,,0,,,,3133,80,0,1598.4,,1709.1,-0.06477093206951016,1509,0,0.0,
twin sheet,,0,,,,3660,159,0,1588.41,,1468.53,0.08163265306122457,1492,0,0.0,
jersey sheets,,0,,,,5557,53,0,1587.88,,1409.44,0.12660347372005906,3097,11,8.034475202687898e-05,0.0
cooling sheets full size,,0,,,,3399,64,0,1576.96,,1281.28,0.23076923076923084,1708,4,4.802324324973287e-05,0.0
cotton queen sheets,,0,,,,1830,42,0,1511.5800000000002,,1479.63,0.021593236146874587,964,3,5.502769727429473e-05,0.0
bed skirt king size,,0,,,,5180,108,0,1510.92,,1678.8,-0.09999999999999994,2690,10,7.758794593671927e-05,0.0
king pillow case,,0,,,,2676,113,0,1510.81,,1441.89,0.04779837574294838,1167,2,2.7043106712099086e-05,0.0
twin size sheets,,0,,,,5145,139,0,1458.1100000000001,,1648.3500000000001,-0.11541238207904875,2141,2,1.478972705558719e-05,0.0
bamboo sheets queen,,0,,,,2006,26,0,1455.74,,1359.32,0.0709325250860725,654,0,0.0,
sabanas queen 1000 algodon egiptian,,0,,,,5805,68,2,1444.32,72.46,1578.42,-0.08495837609761668,2466,10,7.096476599368414e-05,0.2
sheets queen size,,0,,,,3553,76,1,1443.2399999999998,36.97,1826.6399999999999,-0.2098935750886875,1439,16,0.00015114730249298581,0.0625
juego de sábanas queen,,0,,,,5395,76,1,1442.48,36.97,1454.6799999999998,-0.008386724228008785,2304,13,0.00010611725139993143,0.07692307692307693
bamboo king sheets,,0,,,,1270,21,0,1436.19,,,,712,1,2.9020836960937954e-05,0.0
high thread count sheets queen,,0,,,,1446,24,0,1427.76,,930.96,0.5336426914153132,705,3,7.65579543714592e-05,0.0
cooling king sheets,,0,,,,1154,30,0,1409.7,,804.7700000000001,0.751680604396287,663,5,0.00016918183663801854,0.0
twin xl sheet sets,B016P42ARU,1,46,35,-11,3919,72,0,1406.8799999999999,,1856.3,-0.2421052631578948,1687,2,1.6745229702688446e-05,0.0
jersey sheets king,,0,,,,1595,37,0,1403.78,,,,907,3,8.020103726674865e-05,0.0
fitted sheet,"B00NQDGAP2, B01ES3LRNS",2,30,29,-1,10286,105,0,1395.4499999999998,,1520.96,-0.08252025036818865,4203,1,3.2360469744578814e-06,0.0
twin xl sheet set,,0,,,,3814,75,0,1389.0,,1387.34,0.0011965343751352098,1862,2,1.6897029502213512e-05,0.0
cotton percale sheets king,,0,,,,1851,26,0,1377.74,,1376.73,0.0007336224241499719,1086,4,7.865190632557957e-05,0.0
white sheets king,,0,,,,979,69,5,1375.8600000000001,204.85,1360.08,0.011602258690665402,429,20,0.0008154278957883149,0.25
cooling bed sheets,"B00NQDGAP2, B00O35DAL4",2,35,69,34,7649,55,0,1374.4499999999998,,2001.98,-0.3134546798669318,3693,5,2.6159247032233423e-05,0.0
cotton bed sheets queen,,0,,,,3370,38,0,1367.6200000000001,,1479.63,-0.0757013577718754,1667,4,4.5616275887236564e-05,0.0
king bedding,,0,,,,6785,38,0,1367.6200000000001,,1717.8500000000001,-0.20387693919725236,2857,0,0.0,
king size sheet set,,0,,,,2400,61,0,1365.79,,1207.87,0.13074254679725475,1026,5,6.5238381044336e-05,0.0
queen sheets cooling,,0,,,,2392,64,1,1359.36,36.97,1210.6799999999998,0.12280701754385971,1139,4,6.710958996040534e-05,0.25
pink pillow cases,,0,,,,3998,149,0,1339.51,,,,1687,1,1.0440920053875148e-05,0.0
king size cotton sheets,,0,,,,1925,27,0,1336.23,,2749.4500000000003,-0.5140009820145848,997,2,3.58339454965689e-05,0.0
pillow shams,,0,,,,9262,88,0,1319.1200000000001,,681.38,0.9359535061199332,4155,1,3.730675102966633e-06,0.0
full size fitted sheet only,,0,,,,3459,132,1,1318.68,18.97,,,1922,1,1.1537352177675223e-05,1.0
queen pillow cases,,0,,,,2448,131,0,1308.69,,1671.6699999999998,-0.21713615725591762,1152,0,0.0,
full size sheet set,,0,,,,3416,87,0,1299.78,,1166.1,0.11463853871880635,1419,16,0.0001647463421163727,0.0
king bed set,,0,,,,3070,34,0,1291.66,,1823.52,-0.29166666666666663,1064,0,0.0,
bed sheets twin,,0,,,,4855,85,0,1291.1499999999999,,969.57,0.331672803407696,1685,1,7.4783688181933755e-06,0.0
